order_id,order_date,customer_id,country,state,city,product_category,product_id,quantity,unit_price,discount,total_amount,payment_method,is_first_purchase,channel,status,ship_date,shipping_cost
100200,2024-09-02,1520,BR,RS,Caxias do Sul,home,967,2,377.22,0.05,716.72,debit_card,False,mobile,returned,2024-09-06,1.1
100201,2025-08-31,1616,DE,BY,Augsburg,beauty,216,7,214.67,0.05,1427.56,paypal,False,web,completed,2025-09-02,10.39
100202,2024-11-27,1167,BR,RJ,Petropolis,home,518,6,153.21,0.05,873.3,bank_transfer,False,marketplace,processing,2024-12-01,19.71
100203,2025-04-13,1171,IN,TN,Coimbatore,apparel,910,5,28.46,0.05,135.18,debit_card,False,web,completed,2025-04-14,3.72
100204,2024-11-02,1129,AU,NSW,Wollongong,toys,142,7,17.27,0.1,108.8,cash,False,store,shipped,2024-11-09,11.5
100205,2024-06-27,1564,BR,BA,Feira de Santana,sports,338,9,217.86,0.05,1862.7,cash,False,web,completed,2024-07-02,24.74
100206,2025-05-27,1007,DE,BY,Nuremberg,home,175,8,442.26,0.2,2830.46,bank_transfer,False,store,completed,2025-06-03,12.65
100207,2025-10-11,1572,IN,DL,New Delhi,toys,388,2,125.81,0.05,239.04,paypal,False,marketplace,shipped,2025-10-18,12.46
100208,2024-06-25,1475,CA,QC,Laval,electronics,450,6,289.16,0.2,1387.97,cash,False,store,shipped,2024-06-27,13.97
100209,2025-06-05,1465,BR,RS,Caxias do Sul,electronics,656,9,343.73,0.1,2784.21,bank_transfer,False,store,completed,2025-06-10,4.65
100210,2024-06-23,1679,AU,NSW,Newcastle,beauty,331,8,35.11,0.2,224.7,paypal,True,marketplace,cancelled,2024-06-24,3.68
100211,2025-04-25,1522,IN,GJ,Vadodara,beauty,242,4,80.78,0.15,274.65,paypal,False,marketplace,shipped,2025-05-02,16.93
100212,2025-06-12,1727,DE,HE,Darmstadt,apparel,252,4,168.98,0.3,473.14,cash,True,marketplace,completed,2025-06-18,9.89
100213,2024-10-28,1763,BR,RJ,Niterói,toys,943,9,336.7,0.15,2575.76,paypal,False,web,shipped,2024-11-02,7.25
100214,2025-05-08,1920,US,WA,Perth,apparel,956,1,222.32,0.1,200.09,credit_card,True,store,completed,2025-05-15,0.78
100215,2024-07-01,1799,US,TX,Austin,home,299,6,368.43,0.2,1768.46,cash,False,marketplace,completed,2024-07-07,21.15
100216,2024-02-23,1517,DE,BE,Berlin,apparel,275,2,434.46,0.2,695.14,credit_card,False,mobile,shipped,2024-03-01,0.81
100217,2024-03-05,1492,IN,DL,Delhi,home,148,9,380.39,0.15,2909.98,bank_transfer,False,store,completed,2024-03-06,18.75
100218,2024-10-26,1235,IN,DL,Delhi,beauty,962,1,496.16,0.15,421.74,bank_transfer,False,web,completed,2024-10-27,9.55
100219,2025-08-27,1599,DE,SN,Leipzig,apparel,734,1,378.41,0.15,321.65,paypal,False,marketplace,shipped,2025-09-03,14.97
100220,2024-03-26,1139,AU,NSW,Wollongong,home,783,4,426.83,0.1,1536.59,credit_card,False,store,completed,2024-03-28,6.19
100221,2024-11-01,1931,DE,SN,Dresden,toys,361,3,417.02,0.1,1125.95,paypal,True,store,processing,2024-11-04,3.88
100222,2025-04-16,1845,BR,RJ,Petropolis,beauty,676,5,366.48,0.3,1282.68,cash,False,marketplace,shipped,2025-04-17,13.33
100223,2024-05-15,1119,AU,QLD,Gold Coast,home,153,3,401.89,0.2,964.54,debit_card,False,web,completed,2024-05-20,17.39
100224,2025-04-28,1785,UK,Scotland,Edinburgh,sports,707,4,467.67,0.0,1870.68,bank_transfer,False,mobile,shipped,2025-05-04,4.89
100225,2024-07-23,1117,BR,BA,Feira de Santana,apparel,621,6,240.23,0.3,1008.97,cash,True,marketplace,completed,2024-07-29,10.91
100226,2025-06-25,1721,US,NY,New York,toys,397,6,320.95,0.2,1540.56,cash,False,web,shipped,2025-06-30,11.12
100227,2025-01-23,1087,BR,RS,Pelotas,sports,738,10,259.9,0.0,2599.0,paypal,False,marketplace,completed,2025-01-28,5.4
100228,2025-01-01,1488,CA,QC,Laval,apparel,681,5,426.26,0.25,1598.48,debit_card,False,mobile,cancelled,2025-01-05,14.13
100229,2024-04-28,1657,UK,Scotland,Aberdeen,home,494,6,218.52,0.2,1048.9,bank_transfer,False,store,completed,2024-05-02,3.65
100230,2024-11-06,1728,IN,KA,Mysuru,beauty,267,7,410.76,0.3,2012.72,paypal,True,store,shipped,2024-11-10,12.74
100231,2025-07-27,1418,IN,KA,Mysuru,electronics,121,2,400.68,0.15,681.16,bank_transfer,False,store,completed,2025-08-03,2.84
100232,2024-01-14,1921,BR,RJ,Rio de Janeiro,apparel,942,7,481.13,0.15,2862.72,bank_transfer,False,marketplace,completed,2024-01-16,12.14
100233,2025-05-23,1774,IN,KA,Mangaluru,sports,352,9,128.22,0.1,1038.58,bank_transfer,False,mobile,shipped,2025-05-27,7.79
100234,2024-11-26,1208,AU,QLD,Brisbane,apparel,371,4,356.26,0.1,1282.54,debit_card,False,web,shipped,2024-12-01,11.31
100235,2025-04-27,1671,UK,N. Ireland,Belfast,beauty,712,2,379.68,0.2,607.49,bank_transfer,False,mobile,returned,2025-05-01,10.84
100236,2025-03-20,1730,US,NY,New York,toys,329,4,468.46,0.25,1405.38,paypal,False,store,completed,2025-03-21,22.7
100237,2024-10-16,1333,US,MA,Cambridge,home,437,3,453.92,0.3,953.23,cash,False,marketplace,completed,2024-10-19,12.25
100238,2024-07-25,1738,UK,N. Ireland,Belfast,home,739,6,288.9,0.25,1300.05,bank_transfer,False,marketplace,completed,2024-07-30,20.46
100239,2025-02-24,1898,US,TX,Austin,toys,635,9,291.68,0.2,2100.1,cash,False,mobile,completed,2025-03-01,5.64
100240,2024-04-03,1817,DE,BY,Nuremberg,electronics,690,6,87.81,0.15,447.83,cash,False,marketplace,processing,2024-04-09,8.8
100241,2025-01-26,1762,IN,TN,Madurai,apparel,104,2,487.61,0.1,877.7,cash,False,web,cancelled,2025-02-02,1.88
100242,2024-03-04,1634,BR,BA,Feira de Santana,apparel,505,4,131.23,0.25,393.69,bank_transfer,False,web,processing,2024-03-09,10.52
100243,2025-03-11,1270,DE,NW,Dortmund,sports,527,7,363.74,0.1,2291.56,paypal,True,web,completed,2025-03-16,16.72
100244,2025-02-25,1795,BR,MG,Juiz de Fora,electronics,668,4,398.92,0.05,1515.9,credit_card,True,marketplace,completed,2025-02-28,20.95
100245,2024-02-26,1364,BR,RJ,Petropolis,sports,236,6,223.4,0.3,938.28,debit_card,False,web,shipped,2024-02-29,14.15
100246,2025-05-22,1532,BR,RS,Caxias do Sul,apparel,243,7,109.54,0.2,613.42,paypal,False,store,completed,2025-05-28,16.0
100247,2024-10-05,1314,DE,HE,Darmstadt,toys,785,4,98.54,0.1,354.74,bank_transfer,False,marketplace,shipped,2024-10-09,4.43
100248,2025-06-11,1313,UK,N. Ireland,Lisburn,toys,705,7,428.97,0.3,2101.95,paypal,False,marketplace,completed,2025-06-17,0.93
100249,2024-01-28,1157,BR,RJ,Petropolis,home,829,4,257.82,0.3,721.9,paypal,False,marketplace,completed,2024-01-29,19.79
100250,2024-04-30,1961,CA,BC,Victoria,sports,343,2,49.62,0.1,89.32,credit_card,True,web,processing,2024-05-01,4.18
100251,2024-11-26,1147,UK,Scotland,Edinburgh,home,996,4,359.92,0.15,1223.73,bank_transfer,True,mobile,completed,2024-11-28,2.28
100252,2024-05-06,1086,US,WA,Fremantle,electronics,345,5,128.83,0.15,547.53,paypal,False,store,returned,2024-05-08,23.44
100253,2024-08-09,1936,IN,MH,Nagpur,beauty,685,1,438.82,0.2,351.06,credit_card,False,store,completed,2024-08-14,24.09
100254,2025-03-18,1555,AU,SA,Whyalla,toys,245,9,158.24,0.3,996.91,debit_card,False,store,completed,2025-03-23,15.41
100255,2024-04-06,1437,US,WA,Fremantle,sports,925,6,104.13,0.15,531.06,cash,True,store,completed,2024-04-10,9.47
100256,2025-03-30,1737,CA,QC,Montreal,apparel,398,1,47.0,0.25,35.25,credit_card,True,mobile,completed,2025-04-02,20.83
100257,2024-03-10,1383,DE,HE,Wiesbaden,electronics,821,9,258.21,0.2,1859.11,paypal,False,web,shipped,2024-03-15,5.12
100258,2024-04-27,1127,DE,SN,Chemnitz,electronics,397,9,228.12,0.3,1437.16,paypal,False,mobile,completed,2024-04-28,10.73
100259,2025-01-28,1729,IN,DL,New Delhi,apparel,810,1,376.9,0.1,339.21,credit_card,False,mobile,shipped,2025-02-01,8.93
100260,2025-06-15,1175,CA,ON,Ottawa,home,508,2,234.98,0.1,422.96,credit_card,False,store,processing,2025-06-17,22.82
100261,2024-04-24,1552,BR,BA,Feira de Santana,sports,156,4,175.19,0.1,630.68,cash,False,marketplace,completed,2024-04-25,22.99
100262,2024-07-19,1949,DE,BY,Munich,electronics,271,6,134.52,0.3,564.98,paypal,False,store,completed,2024-07-21,16.27
100263,2025-09-11,1936,IN,TN,Chennai,sports,714,8,142.68,0.2,913.15,debit_card,False,store,completed,2025-09-12,2.77
100264,2025-10-25,1360,CA,AB,Red Deer,home,273,5,464.28,0.05,2205.33,credit_card,True,web,shipped,2025-10-29,12.05
100265,2025-01-24,1780,US,WA,Perth,electronics,347,7,86.71,0.0,606.97,paypal,False,store,shipped,2025-01-28,6.13
100266,2024-10-26,1612,US,CA,Sacramento,home,587,1,494.15,0.15,420.03,bank_transfer,False,mobile,completed,2024-10-31,22.12
100267,2024-08-20,1479,UK,England,London,electronics,327,7,166.83,0.25,875.86,bank_transfer,False,web,shipped,2024-08-24,3.46
100268,2025-02-14,1139,BR,BA,Feira de Santana,apparel,215,10,48.75,0.15,414.38,credit_card,False,web,shipped,2025-02-16,1.36
100269,2025-01-30,1376,US,MA,Cambridge,home,661,6,128.1,0.15,653.31,bank_transfer,False,marketplace,completed,2025-01-31,17.61
100270,2024-07-16,1651,UK,N. Ireland,Lisburn,toys,719,5,33.92,0.25,127.2,cash,False,marketplace,completed,2024-07-21,11.33
100271,2024-01-16,1986,US,MA,Worcester,toys,759,3,396.06,0.15,1009.95,debit_card,False,store,returned,2024-01-23,20.96
100272,2024-04-11,1004,BR,SP,Campinas,electronics,948,10,258.71,0.3,1810.97,credit_card,False,marketplace,completed,2024-04-13,1.87
100273,2025-10-04,1717,AU,QLD,Gold Coast,electronics,211,1,171.81,0.2,137.45,cash,False,web,completed,2025-10-06,20.03
100274,2024-10-07,1846,IN,DL,New Delhi,electronics,483,3,332.71,0.25,748.6,paypal,False,mobile,completed,2024-10-10,0.93
100275,2024-11-19,1951,AU,VIC,Geelong,home,310,2,317.17,0.25,475.76,bank_transfer,False,marketplace,shipped,2024-11-21,0.7
100276,2024-11-08,1423,AU,VIC,Melbourne,electronics,910,9,470.24,0.2,3385.73,debit_card,False,web,completed,2024-11-10,11.53
100277,2025-06-08,1118,IN,GJ,Surat,home,585,5,480.82,0.0,2404.1,debit_card,False,store,completed,2025-06-12,5.53
100278,2024-02-13,1270,US,TX,Austin,toys,188,10,341.94,0.1,3077.46,debit_card,True,web,completed,2024-02-19,14.84
100279,2024-02-25,1850,BR,RJ,Niterói,home,722,7,409.82,0.0,2868.74,debit_card,False,mobile,shipped,2024-03-01,0.65
100280,2024-07-03,1877,IN,TN,Coimbatore,home,138,6,397.25,0.15,2025.98,paypal,True,mobile,completed,2024-07-10,0.88
100281,2024-11-22,1637,IN,TN,Chennai,apparel,346,6,248.2,0.05,1414.74,credit_card,True,mobile,cancelled,2024-11-25,18.18
100282,2025-03-25,1122,UK,Wales,Cardiff,toys,748,3,353.71,0.15,901.96,cash,False,marketplace,completed,2025-03-29,5.25
100283,2024-11-24,1121,IN,DL,New Delhi,home,554,6,43.74,0.1,236.2,paypal,True,marketplace,completed,2024-11-27,16.41
100284,2024-10-22,1478,UK,England,Manchester,home,784,7,380.22,0.0,2661.54,cash,False,store,returned,2024-10-23,18.75
100285,2025-09-20,1588,US,WA,Perth,apparel,613,10,481.11,0.0,4811.1,paypal,False,store,processing,2025-09-23,1.48
100286,2024-04-17,1032,BR,SP,Santos,electronics,857,6,47.06,0.15,240.01,debit_card,False,web,completed,2024-04-19,19.24
100287,2025-01-18,1686,CA,AB,Red Deer,apparel,605,10,418.88,0.0,4188.8,paypal,False,web,processing,2025-01-22,6.71
100288,2024-12-29,1544,US,NY,Rochester,sports,151,10,466.83,0.25,3501.23,credit_card,False,web,shipped,2024-12-31,9.74
100289,2024-11-13,1012,AU,NSW,Wollongong,apparel,164,6,116.96,0.25,526.32,cash,False,marketplace,completed,2024-11-19,2.17
100290,2025-06-25,1095,CA,ON,Mississauga,electronics,798,5,264.78,0.2,1059.12,bank_transfer,False,web,processing,2025-07-01,20.97
100291,2024-06-27,1454,BR,RS,Caxias do Sul,beauty,134,2,464.29,0.05,882.15,credit_card,False,mobile,shipped,2024-07-04,14.02
100292,2025-10-01,1722,DE,SN,Dresden,electronics,438,3,480.31,0.25,1080.7,paypal,False,marketplace,completed,2025-10-02,12.62
100293,2024-08-10,1825,US,WA,Bunbury,home,114,9,68.3,0.2,491.76,paypal,False,store,shipped,2024-08-11,24.21
100294,2024-12-31,1431,BR,RS,Porto Alegre,electronics,372,2,177.76,0.1,319.97,debit_card,True,store,completed,2025-01-07,8.36
100295,2024-12-14,1295,DE,HE,Frankfurt,sports,635,4,350.58,0.0,1402.32,credit_card,False,web,completed,2024-12-20,22.27
100296,2025-07-23,1968,CA,QC,Laval,sports,255,7,114.67,0.15,682.29,bank_transfer,False,store,returned,2025-07-28,17.99
100297,2024-10-21,1458,AU,VIC,Ballarat,toys,519,3,165.76,0.25,372.96,debit_card,True,store,shipped,2024-10-24,23.21
100298,2024-07-09,1315,DE,SN,Leipzig,toys,995,10,16.53,0.0,165.3,paypal,False,mobile,shipped,2024-07-13,22.7
100299,2024-01-15,1442,US,WA,Bunbury,toys,163,7,80.99,0.0,566.93,debit_card,False,store,shipped,2024-01-19,24.78
100300,2024-08-31,1012,IN,MH,Nagpur,toys,157,1,283.35,0.1,255.02,bank_transfer,False,marketplace,shipped,2024-09-06,3.29
100301,2025-07-07,1301,UK,Wales,Newport,toys,343,3,328.28,0.15,837.11,credit_card,True,mobile,completed,2025-07-11,19.9
100302,2024-01-07,1515,AU,QLD,Brisbane,sports,843,8,326.21,0.15,2218.23,debit_card,True,mobile,returned,2024-01-08,20.11
100303,2025-08-23,1918,BR,RJ,Niterói,beauty,464,9,390.29,0.1,3161.35,paypal,False,mobile,shipped,2025-08-28,16.11
100304,2024-12-29,1738,AU,NSW,Sydney,electronics,674,10,210.56,0.05,2000.32,paypal,False,marketplace,shipped,2025-01-04,6.97
100305,2024-04-03,1781,AU,WA,Bunbury,apparel,130,9,140.38,0.0,1263.42,bank_transfer,False,web,shipped,2024-04-06,24.13
100306,2024-07-21,1544,CA,QC,Montreal,sports,760,1,12.71,0.0,12.71,credit_card,False,marketplace,completed,2024-07-22,5.11
100307,2025-01-06,1110,CA,ON,Mississauga,apparel,160,8,107.28,0.0,858.24,paypal,False,marketplace,completed,2025-01-07,12.49
100308,2024-07-30,1390,UK,Scotland,Edinburgh,home,739,2,159.63,0.2,255.41,bank_transfer,True,mobile,completed,2024-08-05,13.04
100309,2024-03-13,1997,IN,KA,Mysuru,sports,232,1,93.21,0.25,69.91,debit_card,False,store,completed,2024-03-17,4.05
100310,2025-03-22,1044,DE,BY,Munich,toys,871,7,14.97,0.15,89.07,credit_card,False,marketplace,shipped,2025-03-26,18.06
100311,2025-03-26,1879,UK,Wales,Newport,toys,366,5,82.94,0.0,414.7,cash,False,marketplace,processing,2025-04-02,2.22
100312,2024-03-20,1684,IN,MH,Pune,apparel,265,7,334.72,0.1,2108.74,bank_transfer,False,mobile,completed,2024-03-21,17.33
100313,2024-07-07,1283,IN,DL,New Delhi,electronics,402,9,316.64,0.3,1994.83,bank_transfer,False,web,completed,2024-07-09,21.22
100314,2024-06-12,1777,BR,BA,Salvador,apparel,100,1,468.16,0.05,444.75,bank_transfer,False,store,shipped,2024-06-18,8.73
100315,2025-03-17,1836,UK,N. Ireland,Derry,apparel,248,6,400.09,0.15,2040.46,bank_transfer,False,web,completed,2025-03-21,17.74
100316,2025-05-04,1043,AU,VIC,Ballarat,sports,638,9,286.04,0.15,2188.21,bank_transfer,False,web,cancelled,2025-05-05,3.92
100317,2025-05-02,1106,AU,SA,Whyalla,home,370,5,73.09,0.1,328.9,paypal,False,marketplace,completed,2025-05-07,21.15
100318,2025-09-20,1665,DE,HE,Frankfurt,electronics,418,6,284.22,0.15,1449.52,credit_card,False,mobile,completed,2025-09-21,23.8
100319,2025-05-29,1999,UK,England,Manchester,apparel,825,5,35.49,0.15,150.83,paypal,False,store,completed,2025-06-04,3.82
100320,2024-08-02,1023,US,NY,Buffalo,sports,211,10,218.29,0.15,1855.46,debit_card,False,web,cancelled,2024-08-08,17.3
100321,2024-03-13,1665,CA,AB,Edmonton,apparel,455,1,198.18,0.25,148.64,bank_transfer,True,web,completed,2024-03-19,12.65
100322,2025-02-15,1136,DE,BE,Berlin,apparel,267,9,216.77,0.2,1560.74,paypal,False,web,shipped,2025-02-19,13.29
100323,2025-09-05,1650,BR,RS,Caxias do Sul,beauty,534,9,143.51,0.0,1291.59,cash,False,mobile,completed,2025-09-07,17.66
100324,2025-10-15,1623,BR,MG,Belo Horizonte,toys,398,9,344.49,0.0,3100.41,paypal,False,web,completed,2025-10-22,12.22
100325,2024-06-03,1090,CA,BC,Surrey,home,141,5,421.27,0.1,1895.72,paypal,False,mobile,processing,2024-06-07,15.01
100326,2024-06-07,1680,AU,NSW,Sydney,sports,163,6,385.42,0.3,1618.76,cash,False,mobile,completed,2024-06-12,5.77
100327,2024-01-26,1897,US,TX,Dallas,toys,866,4,315.74,0.0,1262.96,paypal,False,store,completed,2024-01-27,9.46
100328,2024-04-04,1863,AU,SA,Whyalla,electronics,151,3,271.48,0.0,814.44,debit_card,False,store,shipped,2024-04-09,21.63
100329,2025-01-06,1028,UK,N. Ireland,Lisburn,apparel,803,9,20.39,0.2,146.81,debit_card,False,mobile,processing,2025-01-11,2.75
100330,2025-01-01,1245,DE,BE,Berlin,sports,923,6,362.85,0.15,1850.54,cash,False,mobile,completed,2025-01-04,14.94
100331,2024-09-05,1240,IN,KA,Mysuru,apparel,518,8,274.77,0.05,2088.25,bank_transfer,False,web,completed,2024-09-11,4.61
100332,2024-07-26,1453,UK,Scotland,Aberdeen,toys,380,2,139.02,0.05,264.14,credit_card,True,mobile,returned,2024-07-27,21.16
100333,2025-07-09,1143,IN,MH,Pune,toys,797,8,167.28,0.2,1070.59,paypal,False,marketplace,shipped,2025-07-15,14.48
100334,2024-11-04,1854,DE,BE,Berlin,beauty,983,7,468.13,0.15,2785.37,debit_card,False,marketplace,processing,2024-11-11,10.08
100335,2025-06-25,1776,BR,SP,Campinas,sports,208,10,314.06,0.2,2512.48,bank_transfer,False,mobile,shipped,2025-06-29,6.25
100336,2025-10-07,1808,AU,VIC,Melbourne,electronics,966,2,240.58,0.05,457.1,credit_card,False,marketplace,shipped,2025-10-08,10.92
100337,2024-07-31,1198,UK,Wales,Cardiff,toys,948,6,312.36,0.15,1593.04,bank_transfer,False,store,completed,2024-08-04,23.94
100338,2024-05-15,1014,IN,MH,Pune,toys,228,6,209.8,0.3,881.16,bank_transfer,False,web,completed,2024-05-19,12.73
100339,2025-09-30,1910,UK,Wales,Swansea,electronics,149,6,237.74,0.1,1283.8,debit_card,False,marketplace,shipped,2025-10-04,11.74
100340,2025-03-01,1288,DE,BE,Berlin,beauty,742,1,148.7,0.1,133.83,credit_card,False,mobile,shipped,2025-03-03,18.66
100341,2024-07-13,1656,US,NY,Rochester,electronics,169,5,222.73,0.05,1057.97,bank_transfer,False,store,returned,2024-07-18,9.48
100342,2025-02-20,1909,US,FL,Orlando,apparel,640,3,344.37,0.2,826.49,debit_card,True,store,shipped,2025-02-22,10.69
100343,2024-12-11,1036,AU,WA,Bunbury,home,158,7,24.77,0.0,173.39,cash,True,mobile,completed,2024-12-15,8.42
100344,2025-08-29,1005,CA,AB,Edmonton,electronics,720,3,398.54,0.05,1135.84,bank_transfer,True,store,shipped,2025-09-03,3.77
100345,2024-06-20,1005,BR,RS,Porto Alegre,beauty,308,5,145.07,0.2,580.28,cash,True,store,shipped,2024-06-25,17.85
100346,2025-10-26,1156,IN,MH,Nagpur,home,186,7,342.87,0.0,2400.09,paypal,False,mobile,completed,2025-11-01,21.83
100347,2025-09-19,1051,AU,WA,Fremantle,home,159,1,323.15,0.3,226.2,cash,False,mobile,shipped,2025-09-26,22.64
100348,2024-05-01,1819,IN,DL,Delhi,sports,269,8,328.05,0.1,2361.96,credit_card,False,store,shipped,2024-05-07,22.02
100349,2024-04-20,1605,AU,VIC,Geelong,sports,586,8,306.02,0.1,2203.34,debit_card,False,web,completed,2024-04-26,11.29
100350,2024-12-23,1980,US,TX,Dallas,electronics,168,1,479.76,0.15,407.8,credit_card,False,web,shipped,2024-12-30,7.1
100351,2024-01-31,1801,UK,England,Manchester,home,821,1,256.63,0.2,205.3,bank_transfer,False,marketplace,shipped,2024-02-02,15.95
100352,2024-07-19,1963,DE,NW,Düsseldorf,beauty,643,9,367.5,0.15,2811.38,paypal,True,mobile,cancelled,2024-07-22,23.87
100353,2024-10-18,1238,BR,BA,Feira de Santana,beauty,367,3,354.2,0.3,743.82,debit_card,False,store,completed,2024-10-22,18.18
100354,2025-10-11,1287,CA,ON,Toronto,sports,986,9,121.95,0.3,768.28,debit_card,True,store,shipped,2025-10-15,12.37
100355,2025-10-26,1849,DE,BE,Berlin,toys,692,5,145.24,0.05,689.89,bank_transfer,False,marketplace,shipped,2025-10-31,17.22
100356,2024-04-11,1244,UK,Wales,Swansea,electronics,704,4,214.89,0.2,687.65,credit_card,False,store,shipped,2024-04-12,19.31
100357,2025-08-20,1057,US,WA,Fremantle,sports,256,3,142.46,0.1,384.64,paypal,False,store,completed,2025-08-21,22.98
100358,2024-03-01,1669,US,NY,Buffalo,electronics,738,7,186.54,0.3,914.05,bank_transfer,False,marketplace,processing,2024-03-07,19.08
100359,2025-05-16,1800,UK,England,London,electronics,602,2,198.53,0.05,377.21,debit_card,True,marketplace,cancelled,2025-05-22,10.83
100360,2025-07-20,1968,US,CA,San Diego,beauty,985,5,303.91,0.1,1367.6,debit_card,True,web,shipped,2025-07-23,6.84
100361,2025-08-19,1927,US,WA,Perth,toys,529,4,113.85,0.2,364.32,debit_card,False,store,shipped,2025-08-22,12.5
100362,2024-05-29,1120,UK,Wales,Swansea,electronics,709,2,403.12,0.25,604.68,paypal,False,web,completed,2024-06-02,8.2
100363,2025-08-21,1772,CA,AB,Calgary,home,406,4,221.58,0.0,886.32,debit_card,False,marketplace,shipped,2025-08-25,23.57
100364,2024-03-18,1846,DE,NW,Düsseldorf,toys,136,6,354.59,0.15,1808.41,debit_card,True,web,completed,2024-03-20,12.7
100365,2024-12-13,1698,US,TX,San Antonio,home,214,7,45.31,0.1,285.45,paypal,False,web,shipped,2024-12-17,11.8
100366,2024-11-10,1819,UK,N. Ireland,Lisburn,beauty,879,1,237.63,0.2,190.1,credit_card,False,web,completed,2024-11-16,8.7
100367,2024-07-30,1837,DE,SN,Chemnitz,apparel,763,9,18.97,0.15,145.12,paypal,False,store,shipped,2024-08-05,15.99
100368,2024-01-15,1446,BR,RS,Pelotas,toys,427,9,339.58,0.3,2139.35,credit_card,False,web,completed,2024-01-21,13.0
100369,2025-06-01,1040,AU,SA,Adelaide,apparel,727,7,175.14,0.3,858.19,credit_card,False,web,shipped,2025-06-06,3.23
100370,2024-08-12,1456,BR,MG,Uberlândia,apparel,103,10,474.88,0.2,3799.04,debit_card,False,store,shipped,2024-08-19,21.73
100371,2025-03-19,1201,UK,Scotland,Glasgow,apparel,133,5,165.44,0.2,661.76,debit_card,True,marketplace,completed,2025-03-21,8.98
100372,2024-10-01,1113,DE,SN,Chemnitz,beauty,556,9,284.08,0.3,1789.7,credit_card,False,store,completed,2024-10-02,10.81
100373,2024-09-07,1124,UK,N. Ireland,Derry,toys,661,8,132.41,0.05,1006.32,cash,False,mobile,processing,2024-09-08,5.14
100374,2025-08-16,1697,BR,RS,Pelotas,toys,942,6,311.96,0.25,1403.82,debit_card,False,store,shipped,2025-08-23,13.83
100375,2024-03-04,1504,BR,BA,Salvador,toys,782,2,236.19,0.25,354.28,cash,False,store,completed,2024-03-09,17.55
100376,2025-05-08,1539,BR,BA,Salvador,home,331,6,188.46,0.0,1130.76,cash,False,mobile,completed,2025-05-10,22.03
100377,2025-05-15,1745,IN,MH,Mumbai,sports,832,10,105.83,0.3,740.81,cash,False,store,completed,2025-05-21,1.29
100378,2024-09-11,1548,DE,NW,Düsseldorf,toys,541,10,60.2,0.2,481.6,cash,False,web,shipped,2024-09-14,24.33
100379,2024-06-24,1630,DE,HE,Wiesbaden,beauty,842,5,64.34,0.1,289.53,credit_card,False,web,shipped,2024-06-29,17.6
100380,2024-01-04,1086,BR,MG,Belo Horizonte,sports,256,3,499.52,0.15,1273.78,debit_card,False,store,completed,2024-01-06,7.11
100381,2025-09-19,1851,CA,BC,Surrey,sports,123,8,209.09,0.15,1421.81,bank_transfer,False,mobile,shipped,2025-09-20,5.11
100382,2025-09-26,1448,UK,Scotland,Aberdeen,beauty,151,1,5.96,0.3,4.17,paypal,False,web,shipped,2025-09-28,7.4
100383,2024-06-10,1155,BR,RJ,Niterói,beauty,990,2,476.7,0.3,667.38,credit_card,False,web,shipped,2024-06-12,21.89
100384,2024-01-22,1813,UK,Scotland,Edinburgh,apparel,172,6,14.89,0.25,67.0,paypal,False,marketplace,completed,2024-01-26,7.28
100385,2024-03-23,1734,CA,BC,Surrey,beauty,944,10,212.2,0.2,1697.6,cash,False,mobile,completed,2024-03-24,11.57
100386,2024-02-15,1053,DE,SN,Chemnitz,home,753,4,360.15,0.0,1440.6,cash,True,web,completed,2024-02-17,17.64
100387,2025-07-10,1193,UK,Wales,Cardiff,beauty,231,5,457.73,0.3,1602.06,debit_card,False,store,completed,2025-07-14,21.8
100388,2025-08-20,1015,BR,BA,Salvador,electronics,876,4,357.88,0.0,1431.52,debit_card,False,store,completed,2025-08-23,16.46
100389,2024-04-12,1270,BR,SP,Campinas,sports,229,5,234.49,0.05,1113.83,debit_card,False,mobile,completed,2024-04-17,18.83
100390,2025-05-15,1099,UK,Wales,Swansea,home,228,1,487.35,0.0,487.35,debit_card,False,marketplace,completed,2025-05-20,4.33
100391,2024-04-30,1709,DE,NW,Cologne,toys,617,6,24.46,0.3,102.73,debit_card,False,mobile,shipped,2024-05-07,21.94
100392,2024-09-03,1522,BR,MG,Juiz de Fora,electronics,359,6,493.51,0.15,2516.9,debit_card,True,store,completed,2024-09-09,6.89
100393,2025-02-05,1980,IN,DL,Delhi,electronics,361,4,425.45,0.05,1616.71,paypal,False,store,shipped,2025-02-07,3.21
100394,2025-04-27,1749,CA,ON,Ottawa,sports,275,3,464.82,0.0,1394.46,credit_card,False,store,completed,2025-05-02,24.41
100395,2025-08-08,1611,AU,QLD,Brisbane,sports,646,8,131.11,0.1,943.99,debit_card,False,web,shipped,2025-08-13,5.04
100396,2024-01-31,1509,AU,NSW,Wollongong,home,124,2,75.52,0.25,113.28,debit_card,False,store,completed,2024-02-05,3.42
100397,2024-05-11,1054,AU,QLD,Brisbane,electronics,320,1,333.34,0.3,233.34,credit_card,False,store,shipped,2024-05-17,15.65
100398,2024-07-06,1070,US,FL,Tampa,beauty,597,1,260.35,0.15,221.3,cash,False,web,shipped,2024-07-08,7.97
100399,2024-07-26,1616,UK,N. Ireland,Derry,sports,537,9,263.97,0.2,1900.58,bank_transfer,False,web,completed,2024-07-29,3.33
100400,2025-10-30,1004,IN,TN,Madurai,home,729,4,462.69,0.25,1388.07,cash,False,store,shipped,2025-11-05,15.03
